QKEY,INTERVIEW_START_W153,INTERVIEW_END_W153,DEVICE_TYPE_W153,SVYMODE_W153,LANG_W153,FORM_W153,X_NONINTERNET_W153,PRZCMPGN_W153,MATTERS_W153,VOTEGEN24_W153,VOTEGEN24_LEAN_W153,VOTEGEN2_TRUMP_W153,VOTEGEN2_HARRIS_W153,VOTESTRONG_W153,DTFORAGNST_W153,KHFORAGNST_W153,SATISPRESCAND_W153,TRUMP_FEEL_PRD_W153,TRUMP_FEEL_UNE_W153,TRUMP_FEEL_ANGR_W153,TRUMP_FEEL_HPF_W153,HARRIS_FEEL_PRD_W153,HARRIS_FEEL_UNE_W153,HARRIS_FEEL_ANGR_W153,HARRIS_FEEL_HPF_W153,WINCLEAR_W153,WINCLEARWHO_W153,WINCLEARWHO2_W153,ISSUEPRES_ECON_W153,ISSUEPRES_HEALTH_W153,ISSUEPRES_GUN_W153,ISSUEPRES_SCOTUS_W153,ISSUEPRES_FP_W153,ISSUEPRES_IMM_W153,ISSUEPRES_ABTN_W153,ISSUEPRES_CLIM_W153,ISSUEPRES_RCE_W153,ISSUEPRES_CRIM_W153,CONVOP_W153,CONSUPRT_TRUMP_W153,CONSUPRT_HARRIS_W153,CONSUPRT_OTHER_W153,CONSUPRT_UNDEC_W153,CAMPISSUE_W153,NEXTCOMP_W153,DTCONF_MON_W153,DTCONF_ECON_W153,DTCONF_ABCN_W153,DTCONF_CRIM_W153,DTCONF_CLSR_W153,DTCONF_FRGN_W153,DTCONF_RACE_W153,DTCONF_HCP_W153,DTCONF_SCT_W153,DTCONF_IMMI_W153,KHCONF_MON_W153,KHCONF_ECON_W153,KHCONF_ABCN_W153,KHCONF_CRIM_W153,KHCONF_CLSR_W153,KHCONF_FRGN_W153,KHCONF_RACE_W153,KHCONF_HCP_W153,KHCONF_SCT_W153,KHCONF_IMMI_W153,ELCTCOLLB_W153,TRUMPDESC_HNST_W153,TRUMPDESC_ORD_W153,TRUMPDESC_WI_W153,TRUMPDESC_TEMP_W153,TRUMPDESC_DWN_W153,TRUMPDESC_GS_W153,TRUMPDESC_MNSHRP_W153,TRUMPDESC_MDL_W153,TRUMPDESC_STND_W153,HARRISDESC_HNST_W153,HARRISDESC_ORD_W153,HARRISDESC_WI_W153,HARRISDESC_TEMP_W153,HARRISDESC_DWN_W153,HARRISDESC_GS_W153,HARRISDESC_MNSHRP_W153,HARRISDESC_MDL_W153,HARRISDESC_STND_W153,CAMPCRIT_KH_W153,CAMPCRIT_DT_W153,EVAL_TVS_W153,EVAL_BVS_W153,ECON1_W153,ECON1B_W153,ECONCONC_PRICE_W153,ECONCONC_UNEM_W153,ECONCONC_REAL_W153,ECONCONC_STCK_W153,VTSECTECH1_W153,VTSECTECH2_W153,ELECT_AI1_W153,ELECT_AI2_W153,DT_GRPS_BLCK_W153,DT_GRPS_WHT_W153,DT_GRPS_HS_W153,DT_GRPS_AS_W153,DT_GRPS_WLTH_W153,DT_GRPS_POOR_W153,DT_GRPS_WM_W153,DT_GRPS_MN_W153,DT_GRPS_UM_W153,DT_GRPS_RRL_W153,DT_GRPS_CTS_W153,DT_GRPS_VT_W153,KH_GRPS_BLCK_W153,KH_GRPS_WHT_W153,KH_GRPS_HS_W153,KH_GRPS_AS_W153,KH_GRPS_WLTH_W153,KH_GRPS_POOR_W153,KH_GRPS_WM_W153,KH_GRPS_MN_W153,KH_GRPS_UM_W153,KH_GRPS_RRL_W153,KH_GRPS_CTS_W153,KH_GRPS_VT_W153,VPQUALREP_W153,VPQUALDEM_W153,FAVPOL_VANCE_W153,FAVPOL_WALZ_W153,PRESACTACPT_KH_FEDWRK_W153,PRESACTACPT_KH_PRDN_W153,PRESACTACPT_KH_INVSTG_W153,PRESACTACPT_KH_EO_W153,PRESACTACPT_DT_FEDWRK_W153,PRESACTACPT_DT_PRDN_W153,PRESACTACPT_DT_INVSTG_W153,PRESACTACPT_DT_EO_W153,TRUMPCHAR_GEND_W153,TRUMPCHAR_RACE_W153,TRUMPCHAR_AGE_W153,HARCHAR_RACE_W153,HARCHAR_GEND_W153,HARCHAR_AGE_W153,DTINDICTHRD_W153,DTINDICTLGL_W153,DTCRIM_NYC_W153,SEAS_W153,VACA_W153,VACA2_W153,SNSUSE_W153,ELECTFTGSNSINT_W153,TALKDISASNSINT_W153,TALKCMNSNSINT_W153,HORSE_W153,VALVOTE2016_W78,VOTECHOICE2016_VAL_W78,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_VALVOTE2020,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W78_W153,WEIGHT_W153
202400013741,27-Aug-2024 20:30:32,27-Aug-2024 20:42:37,1,1,9,1,2,1,1,2,,,1,1,,2,3,5,1,2,5,3,5,5,3,2,,2,2,2,4,1,1,4,1,1,2,3,2,,,,,1,1,4,3,4,4,4,,,,,,3,1,1,1,2,,,,,,1,4,3,4,4,4,,,,,2,1,1,1,1,,,,,,,2,,3,3,1,2,1,3,1,3,,,2,1,2,2,1,2,,,,,,,1,1,1,1,3,1,,,,,,,2,3,,,4,4,3,3,4,4,4,3,1,1,2,3,2,1,3,,3,3,1,4,1,3,2,2,2,,,1,4,9,2,1,2,1,5,2,,1,1,1,1,2,10,,3,6,3,2,,3,2,4,1,1,8,4,1,2,2,,1.25243393505084
202400013743,30-Aug-2024 17:24:17,30-Aug-2024 17:49:46,3,2,9,2,2,1,1,1,,1,,1,1,,1,1,5,5,1,5,1,1,5,1,1,,1,1,1,1,1,1,1,3,1,1,3,1,1,2,1,,1,,,,,,1,2,1,1,1,,,,,,4,4,4,4,4,1,,,,,,1,2,2,2,,,,,,4,4,4,4,1,1,,,4,3,1,1,1,3,,,4,6,,,,,,,3,3,3,3,3,3,,,,,,,2,2,2,2,2,2,,,1,4,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,4,,1,2,5,1,3,2,1,1,,,1,3,6,2,4,2,3,2,2,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,5,2,1,,2.0732425288675533
202400013747,28-Aug-2024 08:46:39,28-Aug-2024 08:52:59,3,1,9,2,2,2,1,2,,,1,2,,2,3,5,1,1,5,3,4,5,3,2,,2,2,1,2,1,1,2,1,1,3,2,3,2,2,2,2,,1,,,,,,3,4,4,4,4,,,,,,2,1,2,1,2,1,,,,,,4,3,4,3,,,,,,2,1,2,1,1,2,,,2,1,3,2,2,2,,,2,3,,,,,,,2,3,2,3,2,3,,,,,,,1,3,1,3,1,3,,,4,2,4,4,4,2,4,4,4,2,3,1,2,3,1,1,2,1,,1,1,3,2,,,,2,,,1,1,2,2,4,1,1,6,2,,1,1,1,1,1,5,,4,3,2,,2,,2,3,1,1,9,3,2,1,3,,0.1616712867333535
202400013752,27-Aug-2024 16:06:01,27-Aug-2024 16:15:18,3,1,9,2,2,1,1,2,,,1,1,,1,4,5,1,1,5,2,4,5,2,2,,2,2,1,2,1,1,3,1,1,1,3,2,1,1,1,1,,1,,,,,,4,4,4,4,4,,,,,,2,1,1,1,2,2,,,,,,3,4,4,4,,,,,,99,1,1,2,2,1,,,2,1,3,1,2,2,,,2,1,,,,,,,2,1,2,2,3,2,,,,,,,1,3,1,3,1,1,,,4,1,4,4,4,2,4,4,4,3,1,1,2,2,2,1,1,1,,1,1,1,1,3,1,1,2,,,1,4,9,2,4,2,1,6,2,,1,1,1,1,3,5,,4,2,2,,1,,2,4,1,1,8,5,1,1,2,,0.1616712867333535
202400013762,27-Aug-2024 20:52:09,27-Aug-2024 21:02:27,1,1,9,1,2,2,1,2,,,1,2,,2,2,5,1,1,5,2,4,4,2,2,,2,2,1,2,1,2,3,2,1,2,3,3,,,,,1,1,4,3,4,4,4,,,,,,2,2,1,2,3,,,,,,1,4,4,4,4,4,,,,,1,1,1,2,2,,,,,,,2,,2,3,2,3,3,3,1,3,,,2,3,2,3,1,2,,,,,,,3,3,3,3,2,1,,,,,,,2,1,,,3,3,3,3,3,3,3,3,1,1,3,2,2,3,3,,1,2,1,4,1,2,2,2,2,,,1,2,4,2,2,2,1,6,2,,1,1,1,1,1,1,2,1,3,2,,1,,2,4,1,1,9,4,1,1,2,,0.5105064878958853
202400013768,28-Aug-2024 08:49:12,28-Aug-2024 09:04:09,1,1,9,1,2,1,3,1,,1,,2,1,,2,2,4,5,2,3,3,4,3,2,,1,1,1,1,1,4,4,1,1,1,1,2,,,,,1,2,1,1,1,1,1,,,,,,2,1,2,1,3,,,,,,1,1,1,1,1,1,,,,,1,1,2,1,2,,,,,,,,2,4,2,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,,,,1,1,2,2,1,2,,,,,,,3,3,,,2,4,4,3,1,4,4,4,3,1,3,1,2,3,4,,3,1,2,3,1,2,2,2,1,,,1,1,2,2,1,2,3,2,1,1,1,4,3,1,6,2,1,2,1,1,,1,,1,2,1,2,2,3,1,1,1,,1.415039788412914
202400013769,31-Aug-2024 14:29:49,31-Aug-2024 14:55:20,3,2,9,1,1,1,1,2,,,2,2,,1,2,4,3,5,4,3,5,5,3,2,,2,1,1,1,1,2,2,1,3,2,1,2,,,,,1,1,3,3,3,3,3,,,,,,2,2,2,2,2,,,,,,2,3,3,3,3,3,,,,,1,2,1,1,1,,,,,,,1,,2,3,1,1,1,2,2,3,,,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,,,,,,,3,3,,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,1,3,2,5,,,,,2,,,1,1,2,3,4,2,3,2,2,,1,1,1,1,5,2,2,2,2,2,,2,,2,4,1,1,1,5,6,1,1,,1.4973599014730352
202400013781,31-Aug-2024 16:20:51,31-Aug-2024 16:26:48,1,1,9,2,2,2,2,2,,,1,1,,1,1,5,1,1,5,3,4,4,2,1,2,,1,1,2,1,2,4,2,1,2,3,1,1,1,2,1,,1,,,,,,4,4,4,4,4,,,,,,3,3,3,3,3,2,,,,,,4,4,4,2,,,,,,2,1,2,2,2,1,,,4,3,2,2,2,2,,,2,3,,,,,,,2,2,2,2,2,2,,,,,,,1,3,1,3,1,3,,,4,1,4,4,4,4,4,4,4,4,3,2,2,1,1,1,3,1,,4,2,5,1,2,2,2,2,,,1,1,1,1,1,1,1,6,2,,1,1,1,1,2,10,,3,6,2,,2,,2,4,1,1,5,4,1,2,2,,1.411975223509703
202400013786,30-Aug-2024 10:52:13,30-Aug-2024 11:20:42,3,2,9,2,1,3,4,1,,1,,2,1,,3,3,4,3,3,5,1,2,4,1,1,,1,1,4,4,4,1,1,1,1,1,4,,,,,,1,,,,,,2,2,2,2,1,,,,,,4,4,4,4,4,1,,,,,,2,2,2,1,,,,,,3,4,4,3,1,2,,,4,3,1,2,2,1,,,4,6,,,,,,,1,1,1,1,1,1,,,,,,,2,2,2,2,2,2,,,3,4,4,4,4,4,4,4,2,4,3,3,3,3,2,3,3,4,,1,1,5,,,,,1,,,1,3,7,3,4,2,2,3,1,99,1,5,3,1,3,2,2,2,5,3,1,,3,1,2,1,2,7,3,6,2,2,,1.0336389125172434
202400013828,29-Aug-2024 13:02:41,29-Aug-2024 13:17:51,1,1,9,2,2,1,1,,,,1,1,,2,3,5,1,1,5,3,5,5,2,2,,2,1,1,4,1,2,2,1,3,3,2,4,,,,,,1,,,,,,4,4,4,4,4,,,,,,2,1,1,2,1,2,,,,,,4,4,4,4,,,,,,2,1,1,2,2,1,,,3,3,1,1,1,3,,,4,6,,,,,,,2,3,2,3,3,2,,,,,,,1,3,3,3,3,1,,,4,2,4,4,4,4,4,4,4,4,3,3,3,3,2,3,4,1,,1,2,5,2,,,,,,,2,2,3,3,4,1,3,1,2,,1,1,1,1,5,1,2,1,6,3,2,,4,2,9,3,2,2,99,2,2,1,,1.0788759181742396
202400013849,27-Aug-2024 21:27:18,27-Aug-2024 21:48:22,3,1,9,1,2,1,1,,,,1,1,,1,2,5,1,1,5,1,4,5,1,2,,2,1,1,1,1,2,1,1,1,1,3,1,,,,,1,2,4,4,4,4,4,,,,,,2,2,1,1,1,,,,,,1,4,4,4,3,4,,,,,1,1,1,1,1,,,,,,,2,,4,2,1,1,1,2,1,3,,,2,2,2,2,1,2,,,,,,,1,1,1,1,2,1,,,,,,,2,1,,,4,3,4,3,4,3,4,3,1,1,2,2,2,1,2,,1,3,1,1,1,1,2,2,,,,1,1,2,1,1,2,2,3,1,4,1,4,3,1,6,2,2,2,4,2,,1,,2,4,2,2,7,5,1,2,2,,0.8593155511900398
202400013855,27-Aug-2024 16:38:41,27-Aug-2024 16:49:35,3,1,9,1,2,2,2,,,1,,2,2,,3,3,3,4,3,4,3,3,4,2,,1,1,3,2,3,1,2,3,4,3,2,2,,,,,1,1,3,2,3,2,3,,,,,,4,3,3,3,4,,,,,,2,2,2,2,3,3,,,,,3,2,3,2,3,,,,,,,,1,2,3,2,3,2,3,1,3,,,3,3,3,3,1,1,,,,,,,3,3,3,3,2,2,,,,,,,3,3,,,2,3,3,3,2,3,3,3,1,3,2,1,1,1,4,,2,1,2,4,1,2,2,1,,,,1,2,3,2,1,2,1,6,2,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,2,1,4,2,2,2,2,,2.313208058807029
202400013857,27-Aug-2024 15:33:21,27-Aug-2024 15:56:15,1,1,9,1,2,2,1,2,,,1,1,,2,4,5,1,1,5,2,5,5,1,2,,2,2,1,1,1,2,3,1,1,2,1,3,,,,,1,1,4,4,4,4,4,,,,,,2,2,1,1,2,,,,,,1,4,4,4,4,4,,,,,1,1,1,1,1,,,,,,,2,,2,3,2,3,3,1,1,2,,,2,1,2,2,1,2,,,,,,,3,3,3,3,3,1,,,,,,,2,1,,,4,4,3,4,4,4,4,4,2,3,2,1,1,1,3,,1,3,2,5,1,1,2,2,2,,,1,3,5,3,4,1,3,2,2,,1,1,1,1,1,10,,3,6,2,,1,,2,3,1,1,1,3,1,2,1,,0.6617582406235433
202400013863,28-Aug-2024 20:56:05,28-Aug-2024 21:05:21,1,1,9,1,2,1,2,1,,1,,2,2,,4,4,4,5,3,5,2,3,5,2,,1,1,4,1,1,1,1,3,4,4,1,2,,,,,2,2,3,1,2,1,4,,,,,,4,4,4,4,4,,,,,,2,3,1,2,3,2,,,,,4,4,3,3,4,,,,,,,,1,4,3,1,1,1,3,1,3,,,1,1,1,1,1,1,,,,,,,2,2,2,2,3,2,,,,,,,2,2,,,4,4,4,4,2,2,1,1,3,3,2,1,1,1,4,,2,2,2,5,1,3,2,2,1,,,1,4,9,2,1,1,2,4,2,,3,1,1,4,6,4,2,4,2,1,,1,,1,1,1,1,5,2,2,1,2,,2.5777225236894274
202400013873,27-Aug-2024 16:03:48,27-Aug-2024 16:23:51,1,1,9,1,2,2,1,2,,,1,2,,2,3,5,1,2,5,3,4,5,3,2,,2,1,2,2,1,2,2,2,1,1,2,3,,,,,1,1,4,4,4,4,4,,,,,,3,2,2,2,3,,,,,,2,4,4,4,4,4,,,,,3,2,2,2,2,,,,,,,2,,3,1,1,1,1,3,1,4,,,2,3,2,2,1,2,,,,,,,3,3,3,3,3,3,,,,,,,2,3,,,4,4,3,3,4,4,4,3,3,3,3,1,3,1,3,,2,3,1,3,1,3,2,2,2,,,1,4,9,2,2,1,1,5,2,,1,1,1,1,1,12,,3,5,3,2,,4,2,3,1,1,9,3,1,2,3,,0.6584431008510718
202400013878,28-Aug-2024 17:20:12,28-Aug-2024 17:30:06,1,1,9,1,2,2,1,,,,1,1,,1,2,5,1,2,5,2,2,4,2,2,,2,1,1,1,1,1,1,1,1,1,1,2,,,,,2,1,4,4,4,4,4,,,,,,1,1,1,1,1,,,,,,1,4,4,4,4,4,,,,,1,1,1,2,1,,,,,,,2,,4,3,1,1,1,1,1,1,,,2,2,2,2,1,2,,,,,,,3,3,3,3,3,3,,,,,,,3,3,,,3,3,3,3,4,4,4,4,3,3,3,3,1,3,3,,3,3,1,1,1,3,1,2,,,,1,4,8,1,4,2,2,4,2,,1,2,2,1,5,1,1,1,1,4,2,,4,2,3,3,2,3,3,1,1,2,,0.2903037690121661
202400013894,27-Aug-2024 15:40:43,27-Aug-2024 15:49:21,3,1,9,2,2,1,1,1,,1,,1,1,,2,1,5,5,1,5,1,5,5,2,,1,1,2,1,1,1,1,1,3,3,2,2,1,2,2,2,,1,,,,,,1,1,1,1,1,,,,,,4,4,4,4,4,2,,,,,,1,1,1,1,,,,,,4,3,4,2,1,2,,,4,1,1,2,3,2,,,2,1,,,,,,,1,1,1,1,1,1,,,,,,,2,2,2,2,2,2,,,2,4,2,3,4,4,2,2,1,2,3,2,3,1,1,3,2,3,,3,1,2,1,2,2,2,1,,,1,4,8,2,4,1,3,2,2,,1,1,1,1,1,2,1,2,2,1,,1,,1,1,1,1,7,1,2,1,2,,0.7750972549257616
202400013895,01-Sep-2024 16:13:40,01-Sep-2024 16:37:01,1,1,9,1,2,1,4,1,,1,,1,2,,3,3,4,4,3,4,5,3,4,1,1,,1,1,1,1,1,1,1,2,2,1,1,,,,,1,1,1,1,1,1,1,,,,,,4,3,4,4,4,,,,,,1,2,1,2,1,1,,,,,4,4,4,4,4,,,,,,,,2,3,3,1,1,1,2,1,2,,,3,1,3,3,1,3,,,,,,,2,1,1,2,2,2,,,,,,,2,2,,,3,4,3,4,2,2,2,2,1,3,3,2,2,3,1,,3,1,2,4,1,1,2,1,1,,,1,3,5,2,2,1,3,2,2,,1,2,2,1,6,12,,3,6,3,1,,3,1,1,1,2,1,1,1,2,1,,1.0737187495420277
202400013924,28-Aug-2024 17:32:44,28-Aug-2024 18:00:00,3,2,9,1,2,1,1,1,,1,,2,2,,2,2,4,5,2,4,3,5,4,2,,2,1,1,2,1,2,2,2,3,3,2,1,,,,,1,1,2,2,2,1,1,,,,,,4,4,3,2,4,,,,,,2,2,2,1,3,1,,,,,2,3,3,1,3,,,,,,,,2,3,1,2,3,2,4,2,2,,,1,3,1,3,1,3,,,,,,,3,3,3,3,2,1,,,,,,,1,2,,,2,2,4,4,2,2,4,4,3,3,2,1,2,1,4,,2,2,1,1,1,2,2,2,1,,,2,1,2,3,2,1,2,3,2,,1,1,1,1,1,2,2,2,4,1,,2,,1,2,1,1,9,4,1,1,3,,0.8017584910978459
202400013935,27-Aug-2024 14:45:08,27-Aug-2024 14:51:42,1,1,9,2,2,1,1,2,,,1,1,,1,2,5,1,1,5,1,5,5,2,1,2,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,,1,,,,,,4,4,4,4,4,,,,,,1,1,1,1,1,1,,,,,,4,4,4,4,,,,,,1,1,1,1,2,1,,,2,1,1,2,2,4,,,2,1,,,,,,,2,1,2,2,2,2,,,,,,,1,1,1,1,1,1,,,4,1,4,4,3,3,4,4,4,4,3,3,2,1,3,1,1,1,,3,2,5,2,,,,2,,,1,3,5,2,2,2,3,2,2,,1,1,1,1,2,10,,3,6,2,,1,,2,4,1,1,1,4,1,2,1,,0.6571759967037425
202400013940,27-Aug-2024 14:26:24,27-Aug-2024 14:31:57,3,1,9,2,2,1,1,99,99,,,,,,1,5,1,1,5,1,5,5,1,2,,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,,2,,,,,,4,4,4,4,4,,,,,,1,1,1,1,1,1,,,,,,4,4,4,4,,,,,,1,1,1,1,2,1,,,1,1,2,4,2,4,,,3,1,,,,,,,2,2,2,2,2,2,,,,,,,1,1,1,1,1,1,,,4,1,4,4,4,4,4,4,4,4,1,1,2,1,1,1,1,1,,2,2,3,1,1,2,2,99,,,1,3,7,2,3,1,2,3,2,,1,2,2,1,2,12,,3,6,2,,1,,2,4,1,1,4,5,1,2,2,,0.5606826908531146
202400013942,27-Aug-2024 18:46:39,27-Aug-2024 19:08:32,1,1,9,2,2,1,2,1,,2,,2,2,,4,4,3,5,3,5,2,5,5,2,,2,1,2,1,2,1,1,2,4,4,1,1,1,2,2,2,,1,,,,,,2,3,3,2,2,,,,,,4,4,3,3,4,1,,,,,,3,2,3,1,,,,,,2,4,3,4,1,1,,,3,2,1,3,3,2,,,2,2,,,,,,,3,3,3,3,1,1,,,,,,,3,2,3,2,3,2,,,2,3,4,4,4,4,3,4,4,3,1,3,3,1,1,3,3,4,,3,1,3,2,,,,1,,,1,3,5,3,3,1,2,3,2,,1,1,1,1,1,1,1,1,4,1,,2,,1,1,1,1,8,2,3,1,2,,1.0564157255538709
202400013949,27-Aug-2024 15:41:57,27-Aug-2024 16:01:28,1,1,9,2,2,2,1,,,,1,2,,2,4,5,1,2,5,3,3,4,4,2,,1,1,1,2,1,1,2,1,1,2,2,4,,,,,,1,,,,,,3,4,4,4,2,,,,,,3,1,3,1,2,1,,,,,,4,3,4,1,,,,,,4,2,1,1,2,1,,,2,2,1,2,1,4,,,2,2,,,,,,,2,3,3,1,3,3,,,,,,,1,3,3,3,1,3,,,3,5,4,4,4,3,4,4,4,3,3,1,3,2,1,1,5,2,,2,2,4,1,3,2,2,,,,1,4,9,2,2,2,1,5,2,,4,1,1,4,1,9,,3,6,2,,1,,2,4,2,99,9,4,1,2,2,,1.1224781856863424
202400013951,31-Aug-2024 08:58:45,31-Aug-2024 09:04:40,1,1,9,1,2,2,1,,,,1,1,,2,4,5,1,1,5,3,4,3,3,2,,2,2,1,1,1,2,2,1,1,1,1,3,,,,,1,1,4,4,4,4,4,,,,,,4,2,2,2,2,,,,,,1,4,4,4,4,4,,,,,3,2,2,1,3,,,,,,,2,,3,2,1,2,1,2,1,4,,,2,2,2,2,1,2,,,,,,,1,1,1,1,2,3,,,,,,,2,1,,,4,4,2,3,4,4,2,4,1,1,3,1,2,1,3,,1,3,1,2,1,2,2,2,,,,1,4,8,1,2,2,1,5,2,,1,1,1,1,2,10,,3,6,2,,2,,2,4,3,1,9,4,1,1,3,,0.44695414347206663
202400013953,27-Aug-2024 15:16:09,27-Aug-2024 15:27:44,3,1,9,2,2,2,1,2,,,1,2,,2,3,5,1,3,5,3,4,4,3,2,,2,1,1,3,1,2,2,3,2,2,1,4,,,,,,1,,,,,,3,3,3,4,3,,,,,,2,1,2,2,2,1,,,,,,4,3,4,1,,,,,,1,1,1,1,2,1,,,2,3,2,3,3,2,,,4,6,,,,,,,3,3,3,3,3,3,,,,,,,99,3,3,3,3,3,,,3,2,4,4,4,4,4,4,4,4,1,1,2,2,2,1,3,1,,2,2,5,1,3,1,1,2,,,1,4,9,2,4,1,1,5,2,,1,1,1,1,6,5,,4,6,3,2,,2,2,4,1,1,99,4,2,2,99,,0.19870768747274306
202400013954,27-Aug-2024 16:19:13,27-Aug-2024 16:27:33,1,1,9,2,2,4,1,1,,1,,1,1,,3,4,5,4,5,5,5,5,5,1,1,,1,1,1,1,2,1,1,2,3,1,1,1,2,2,2,,2,,,,,,4,4,4,4,4,,,,,,4,99,4,4,4,1,,,,,,4,4,4,4,,,,,,4,4,4,4,2,2,,,4,1,1,1,1,1,,,3,99,,,,,,,1,2,2,3,1,2,,,,,,,1,2,2,3,1,2,,,5,5,4,4,4,4,4,4,4,4,3,1,3,2,2,2,4,4,,2,2,5,2,,,,1,,,1,3,7,1,2,2,1,6,1,1,1,1,3,1,3,2,2,2,3,1,,1,,1,2,1,2,2,3,1,1,1,,0.3293425543317154
202400013956,27-Aug-2024 15:15:53,27-Aug-2024 15:26:54,1,1,9,2,2,2,1,,,,1,2,,2,4,5,1,1,5,3,3,5,4,2,,2,1,3,1,1,2,2,1,2,1,2,2,1,1,2,2,,1,,,,,,4,4,4,4,4,,,,,,2,3,2,2,2,1,,,,,,4,4,4,1,,,,,,2,1,1,3,2,1,,,4,2,1,1,1,1,,,2,1,,,,,,,2,1,2,2,3,2,,,,,,,1,1,1,1,1,1,,,4,1,3,4,4,3,4,4,4,4,1,2,3,1,1,3,3,1,,3,1,5,1,2,2,2,,,,2,2,4,3,2,2,1,6,1,2,1,1,3,1,1,9,,3,5,2,,1,,2,4,2,2,9,4,1,1,3,,0.26036844446818797
202400013969,29-Aug-2024 08:45:50,29-Aug-2024 09:06:06,3,1,9,1,2,1,1,1,,1,,2,1,,3,3,4,5,2,5,1,4,5,2,,1,1,2,2,1,1,1,3,4,3,1,2,,,,,2,1,3,1,3,1,2,,,,,,4,4,3,4,4,,,,,,2,1,1,1,3,2,,,,,3,3,3,1,3,,,,,,,,2,3,1,3,1,4,2,1,2,,,1,1,1,1,3,1,,,,,,,3,3,3,3,3,1,,,,,,,3,3,,,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,,2,3,2,1,2,,,,1,,,1,3,5,2,4,1,1,5,2,,1,1,1,1,5,1,2,1,2,1,,2,,1,1,1,1,9,2,2,1,3,,0.41161205763159214
202400013972,29-Aug-2024 13:02:10,29-Aug-2024 13:17:06,3,1,9,1,2,2,1,1,,1,,2,2,,4,5,3,5,4,5,1,5,5,2,,2,1,4,2,1,1,1,1,4,4,1,3,,,,,1,1,3,2,2,3,4,,,,,,4,4,4,4,4,,,,,,2,3,3,3,3,3,,,,,3,4,4,2,4,,,,,,,,2,3,2,1,3,1,2,2,3,,,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,,,,,,,3,2,,,4,4,4,4,4,4,4,4,3,2,3,1,1,3,3,,1,3,2,5,2,,,,1,,,1,4,9,2,4,1,1,6,2,,1,1,1,1,1,1,1,1,1,3,1,,5,1,1,1,1,4,2,1,1,2,,0.21198243434947314
202400013974,28-Aug-2024 08:35:18,28-Aug-2024 08:51:14,3,1,9,2,2,1,1,1,,1,,2,2,,3,3,3,4,3,5,2,3,5,2,,1,1,2,2,2,1,1,1,3,1,1,2,1,2,1,2,,1,,,,,,1,2,1,1,1,,,,,,3,3,3,3,4,1,,,,,,3,2,2,2,,,,,,2,3,3,3,1,1,,,3,2,2,2,2,2,,,2,3,,,,,,,3,3,3,3,99,3,,,,,,,3,3,3,3,3,3,,,3,4,3,3,2,3,3,3,2,3,2,2,2,1,1,1,3,2,,1,1,1,2,,,,1,,,1,3,7,3,4,2,3,2,2,,1,1,1,1,2,1,1,1,4,1,,2,,1,1,1,1,6,2,2,2,2,,0.9044185677875586
202400013975,27-Aug-2024 17:02:59,27-Aug-2024 17:15:03,3,1,9,1,2,2,2,,,,1,1,,1,2,4,3,2,5,2,4,4,3,1,2,,1,1,1,2,2,1,1,2,1,1,2,,,,,1,2,1,1,2,2,1,,,,,,1,1,1,2,1,,,,,,2,4,3,3,3,3,,,,,2,1,1,2,2,,,,,,,2,,3,1,1,1,1,2,1,1,,,2,1,2,2,2,2,,,,,,,1,1,1,1,1,1,,,,,,,1,2,,,4,3,4,2,1,2,3,1,3,1,3,1,1,1,3,,1,2,1,3,1,1,1,1,,,,1,3,7,2,1,2,2,4,2,,1,2,2,1,6,1,2,1,2,2,,2,,2,4,2,2,1,4,1,1,1,,1.0184980797618104
